numero;lote;codigo;produto;descricao;especificacao_tecnica;unidade;quantidade;marca_referencia;valor_estimado;criterios_aceitacao;observacoes;categoria;subcategoria;status_evidencia;modelo_catalogo;resultado_aderencia;status_catalogo
1;;;Cadeira giratória em tela Mesh com apoio lombar e pistão classe 4;Cadeira giratória em tela Mesh com apoio lombar e pistão classe 4;Cadeira giratória em tela Mesh com apoio lombar e pistão classe 4;UN;1;;;;;Mobiliário;Assentos;confirmado;Cadeira de escritório giratória em tela;referencia_identificada_com_pendencias;rascunho_para_revisao
